This table lists the names of virus species known to probably interact with insects. The data is taken from the virushostdb database (downloaded on 23/05/2022), which lists a wide variety of virus species associated with their presumed hosts. We have also added two important exploratory studies of RNA viruses (shi_redefining_2016, Haoming et al_insect_2020). The viral genomic structures associated with the viruses were retrieved from the ICTV website (2021.v1). Each column represents the information retrieved for each virus species from one of the three sources listed. The Hostdb_Host_lineage column corresponds to the information of the insect host observed interacting with the virus of interest. If a column with the suffix 'Shi' or 'Haoming' contains information for a virus species, then this means that this RNA virus species was found in their dataset in an insect. );;;;;;;;;;;;
Virus_Name;Putative_Genome_Composition;ICTV_Genus;Hostdb_Host_name;Hostdb_Host_lineage;Hostdb_Family;Shi_Family;Haoming_Family;Haoming_Clade;Haoming_Host;ICTV_Genome_Composition;ICTV_Family;Consensus_family
Nemoura_picorna-like_virus_3;;;;;;;Iflaviridae;Picorna;Nemoura sp.;ssRNA(+);Iflaviridae;Iflaviridae
Nippancistroger_testaceus_picorna-like_virus_1;;;;;;;;Picorna;Nippancistroger testaceus;ssRNA(+);;
Nippancistroger_testaceus_picorna-like_virus_2;;;;;;;Polycipiviridae;Picorna;Nippancistroger testaceus;ssRNA(+);Polycipiviridae;Polycipiviridae
Orthomeria_picorna-like_virus;;;;;;;Iflaviridae;Picorna;Orthomeria sp.;ssRNA(+);Iflaviridae;Iflaviridae
Tirachoidea_westwoodii_partiti-like_virus;;;;;;;Partitiviridae;Partiti;Tirachoidea westwoodii;dsRNA;Partitiviridae;Partitiviridae
Tirachoidea_westwoodii_solemo-like_virus;;;;;;;;Solemo;Tirachoidea westwoodii;ssRNA(+);;
Phyllium_philippinicum_reo-like_virus;;;;;;;Reoviridae;Reo;Phyllium philippinicum;dsRNA;;Reoviridae
Phyllium_philippinicum_reo-like_virus;;;;;;;Reoviridae;Reo;Phyllium philippinicum;dsRNA;;Reoviridae
Phyllium_philippinicum_reo-like_virus;;;;;;;Reoviridae;Reo;Phyllium philippinicum;dsRNA;;Reoviridae
Phyllium_philippinicum_tombus-like_virus;;;;;;;Tombusviridae;Tombus;Phyllium philippinicum;ssRNA(+);Tombusviridae;Tombusviridae
Phyllium_philippinicum_tombus-like_virus;;;;;;;Tombusviridae;Tombus;Phyllium philippinicum;ssRNA;Tombusviridae;Tombusviridae
Phyllocrania_paradoxa_picorna-like_virus;;;;;;;Polycipiviridae;Picorna;Phyllocrania paradoxa;ssRNA(+);Polycipiviridae;Polycipiviridae
Proreus_simulans_picorna-like_virus;;;;;;;Iflaviridae;Picorna;Proreus simulans;ssRNA(+);Iflaviridae;Iflaviridae
Proreus_simulans_solemo-like;;;;;;;;Solemo;Proreus simulans;ssRNA(+);;
Proreus_simulans_solemo-like;;;;;;;;Solemo;Proreus simulans;ssRNA(+);;
Proreus_simulans_solemo-like_virus_1;;;;;;;;Solemo;Proreus simulans;ssRNA(+);;
Proreus_simulans_solemo-like_virus_2;;;;;;;;Solemo;Proreus simulans;ssRNA(+);;
Proreus_simulans_tombus-like_virus;;;;;;;Tombusviridae;Tombus;Proreus simulans;ssRNA(+);Tombusviridae;Tombusviridae
Proreus_simulans_tombus-like_virus;;;;;;;Tombusviridae;Tombus;Proreus simulans;ssRNA;Tombusviridae;Tombusviridae
Protonemura_ausonia_partiti-like;;;;;;;Partitiviridae;Partiti;Protonemura ausonia;dsRNA;Partitiviridae;Partitiviridae
Protonemura_ausonia_partiti-like;;;;;;;Partitiviridae;Partiti;Protonemura ausonia;dsRNA;Partitiviridae;Partitiviridae
Protonemura_ausonia_partiti-like_virus_1;;;;;;;Partitiviridae;Partiti;Protonemura ausonia;dsRNA;Partitiviridae;Partitiviridae
Protonemura_ausonia_partiti-like_virus_2;;;;;;;Partitiviridae;Partiti;Protonemura ausonia;dsRNA;Partitiviridae;Partitiviridae
Protonemura_ausonia_partiti-like_virus_3;;;;;;;Partitiviridae;Partiti;Protonemura ausonia;dsRNA;Partitiviridae;Partitiviridae
Protonemura_ausonia_picorna-like_virus_1;;;;;;;Dicistroviridae;Picorna;Protonemura ausonia;ssRNA(+);Dicistroviridae;Dicistroviridae
Protonemura_ausonia_picorna-like_virus_2;;;;;;;Iflaviridae;Picorna;Protonemura ausonia;ssRNA(+);Iflaviridae;Iflaviridae
Protonemura_ausonia_picorna-like_virus_3;;;;;;;;Picorna;Protonemura ausonia;ssRNA(+);;
Protonemura_ausonia_picorna-like_virus_4;;;;;;;;Picorna;Protonemura ausonia;ssRNA(+);;
Ptilocerembia_catherinae_beny-like_virus;;;;;;;Beny-like;Hepe-Beny;Ptilocerembia catherinae;ssRNA(-);;Beny-like
Ptilocerembia_catherinae_toti-like_virus;;;;;;;Totiviridae;Toti;Ptilocerembia catherinae;dsRNA;Totiviridae;Totiviridae
Ptilocerembia_catherinae_virus;;;;;;;;;Ptilocerembia catherinae;Unknown;;
Rhagadochir_virgo_picorna-like_virus;;;;;;;Iflaviridae;Picorna;Rhagadochir virgo;ssRNA(+);Iflaviridae;Iflaviridae
Sundablatta_sexpunctata_picorna-like_virus;;;;;;;Iflaviridae;Picorna;Sundablatta sexpunctata;ssRNA(+);Iflaviridae;Iflaviridae
Trachyaretaon_brueckneri_narna-like_virus;;;;;;;Narnaviridae;Narna;Trachyaretaon brueckneri;ssRNA(+);Narnaviridae;Narnaviridae
Tropidacris_collaris_virga-like_virus;;;;;;;Virgaviridae;Virga;Tropidacris collaris;ssRNA(+);Virgaviridae;Virgaviridae
Acanalonia_conica_bunya-like_virus;;;;;;;;Bunya;Acanalonia conica;ssRNA(-);;
Acanalonia_conica_bunya-like_virus;;;;;;;;Bunya;Acanalonia conica;ssRNA(-);;
Acanalonia_conica_virga-like_virus;;;;;;;Virgaviridae;Virga;Acanalonia conica;ssRNA(+);Virgaviridae;Virgaviridae
Aclerda_reo-like_virus;;;;;;;Reoviridae;Reo;Aclerda sp. AD-2014;dsRNA;;Reoviridae
Aclerda_reo-like_virus;;;;;;;Reoviridae;Reo;Aclerda sp. AD-2014;dsRNA;;Reoviridae
Aclerda_reo-like_virus;;;;;;;Reoviridae;Reo;Aclerda sp. AD-2014;dsRNA;;Reoviridae
Aclerda_reo-like_virus;;;;;;;Reoviridae;Reo;Aclerda sp. AD-2014;dsRNA;;Reoviridae
Aclerda_reo-like_virus;;;;;;;Reoviridae;Reo;Aclerda sp. AD-2014;dsRNA;;Reoviridae
Aclerda_reo-like_virus;;;;;;;Reoviridae;Reo;Aclerda sp. AD-2014;dsRNA;;Reoviridae
Aclerda_reo-like_virus;;;;;;;Reoviridae;Reo;Aclerda sp. AD-2014;dsRNA;;Reoviridae
Aclerda_reo-like_virus;;;;;;;Reoviridae;Reo;Aclerda sp. AD-2014;dsRNA;;Reoviridae
Agallia_constricta_picorna-like_virus;;;;;;;Iflaviridae;Picorna;Agallia constricta;ssRNA(+);Iflaviridae;Iflaviridae
Agallia_constricta_toti-like_virus;;;;;;;Totiviridae;Toti;Agallia constricta;dsRNA;Totiviridae;Totiviridae
Agallia_constricta_tymo-like_virus;;;;;;;Alphaflexiviridae;Tymo;Agallia constricta;ssRNA(+);Alphaflexiviridae;Alphaflexiviridae
Alydus_pilosus_permutetra-like_virus;;;;;;;Permutotetraviridae;Permutotetra;Alydus pilosus;ssRNA(+);Permutotetraviridae;Permutotetraviridae
Alydus_pilosus_picorna-like_virus;;;;;;;Iflaviridae;Picorna;Alydus pilosus;ssRNA(+);Iflaviridae;Iflaviridae
Alydus_pilosus_tombus-like_virus;;;;;;;Tombusviridae;Tombus;Alydus pilosus;ssRNA(+);Tombusviridae;Tombusviridae
Alydus_pilosus_tombus-like_virus;;;;;;;Tombusviridae;Tombus;Alydus pilosus;ssRNA;Tombusviridae;Tombusviridae
Alydus_pilosus_toti-like_virus;;;;;;;Totiviridae;Toti;Alydus pilosus;dsRNA;Totiviridae;Totiviridae
Anasa_tristis_solemo-like;;;;;;;;Solemo;Anasa tristis;ssRNA(+);;
Anasa_tristis_solemo-like;;;;;;;;Solemo;Anasa tristis;ssRNA(+);;
Anasa_tristis_solemo-like;;;;;;;;Solemo;Anasa tristis;ssRNA(+);;
Anasa_tristis_solemo-like_virus_1;;;;;;;;Solemo;Anasa tristis;ssRNA(+);;
Anasa_tristis_solemo-like_virus_2;;;;;;;;Solemo;Anasa tristis;ssRNA(+);;
Aphalara_polygoni_beny-like_virus;;;;;;;Beny-like;Hepe-Beny;Aphalara polygoni;ssRNA(-);;Beny-like
Aphalara_polygoni_bunya-like_virus;;;;;;;Phenuiviridae;Bunya;Aphalara polygoni;ssRNA(-);Phenuiviridae;Phenuiviridae
Aphalara_polygoni_bunya-like_virus;;;;;;;Phenuiviridae;Bunya;Aphalara polygoni;ssRNA(-);Phenuiviridae;Phenuiviridae
Aphalara_polygoni_bunya-like_virus;;;;;;;Phenuiviridae;Bunya;Aphalara polygoni;ssRNA(-);Phenuiviridae;Phenuiviridae
Aphalara_polygoni_bunya-like_virus;;;;;;;Phenuiviridae;Bunya;Aphalara polygoni;ssRNA(-);Phenuiviridae;Phenuiviridae
Aphalara_polygoni_bunya-like_virus;;;;;;;Phenuiviridae;Bunya;Aphalara polygoni;ssRNA(-);Phenuiviridae;Phenuiviridae
Aphalara_polygoni_bunya-like_virus;;;;;;;Phenuiviridae;Bunya;Aphalara polygoni;ssRNA(-);Phenuiviridae;Phenuiviridae
Aphalara_polygoni_flavi-like_virus;;;;;;;Flaviviridae;Flavi;Aphalara polygoni;ssRNA(+);Flaviviridae;Flaviviridae
Aphalara_polygoni_flavi-like_virus;;;;;;;Flaviviridae;Flavi;Aphalara polygoni;ssRNA(+);Flaviviridae;Flaviviridae
Aphalara_polygoni_flavi-like_virus_1;;;;;;;Flaviviridae;Flavi;Aphalara polygoni;ssRNA(+);Flaviviridae;Flaviviridae
Aphalara_polygoni_flavi-like_virus_1;;;;;;;Flaviviridae;Flavi;Aphalara polygoni;ssRNA(+);Flaviviridae;Flaviviridae
Aphalara_polygoni_flavi-like_virus_2;;;;;;;Flaviviridae;Flavi;Aphalara polygoni;ssRNA(+);Flaviviridae;Flaviviridae
Aphalara_polygoni_mononega-like_virus_1;;;;;;;Xinmoviridae;Mononega;Aphalara polygoni;ssRNA(-);Xinmoviridae;Xinmoviridae
Aphalara_polygoni_mononega-like_virus_2;;;;;;;Rhabdoviridae;Mononega;Aphalara polygoni;ssRNA(-);Rhabdoviridae;Rhabdoviridae
Aphalara_polygoni_narna-like_virus_1;;;;;;;Narnaviridae;Narna;Aphalara polygoni;ssRNA(+);Narnaviridae;Narnaviridae
Aphalara_polygoni_narna-like_virus_2;;;;;;;Narnaviridae;Narna;Aphalara polygoni;ssRNA(+);Narnaviridae;Narnaviridae
Aphalara_polygoni_partiti-like_virus;;;;;;;Partitiviridae;Partiti;Aphalara polygoni;dsRNA;Partitiviridae;Partitiviridae
Aphalara_polygoni_partiti-like_virus;;;;;;;Partitiviridae;Partiti;Aphalara polygoni;dsRNA;Partitiviridae;Partitiviridae
Aphalara_polygoni_partiti-like_virus_1;;;;;;;Partitiviridae;Partiti;Aphalara polygoni;dsRNA;Partitiviridae;Partitiviridae
Aphalara_polygoni_partiti-like_virus_2;;;;;;;Partitiviridae;Partiti;Aphalara polygoni;dsRNA;Partitiviridae;Partitiviridae
Aphalara_polygoni_picorna-like_virus;;;;;;;Iflaviridae;Picorna;Aphalara polygoni;ssRNA(+);Iflaviridae;Iflaviridae
Aphalara_polygoni_reo-like;;;;;;;Reoviridae;Reo;Aphalara polygoni;dsRNA;;Reoviridae
Aphalara_polygoni_reo-like;;;;;;;Reoviridae;Reo;Aphalara polygoni;dsRNA;;Reoviridae
Aphalara_polygoni_reo-like_virus_1;;;;;;;Reoviridae;Reo;Aphalara polygoni;dsRNA;;Reoviridae
Aphalara_polygoni_reo-like_virus_2;;;;;;;Reoviridae;Reo;Aphalara polygoni;dsRNA;;Reoviridae
Aphalara_polygoni_toti-like_virus_1;;;;;;;Totiviridae;Toti;Aphalara polygoni;dsRNA;Totiviridae;Totiviridae
Aphalara_polygoni_toti-like_virus_2;;;;;;;Totiviridae;Toti;Aphalara polygoni;dsRNA;Totiviridae;Totiviridae
Arilus_cristatus_beny-like_virus;;;;;;;Beny-like;Hepe-Beny;Arilus cristatus;ssRNA(-);;Beny-like
Arilus_cristatus_tombus-like_virus;;;;;;;Tombusviridae;Tombus;Arilus cristatus;ssRNA(+);Tombusviridae;Tombusviridae
Arilus_cristatus_tombus-like_virus;;;;;;;Tombusviridae;Tombus;Arilus cristatus;ssRNA;Tombusviridae;Tombusviridae
Arilus_cristatus_virga-like_virus;;;;;;;Virgaviridae;Virga;Arilus cristatus;ssRNA(+);Virgaviridae;Virgaviridae
Belostoma_flumineum_mononega-like_virus;;;;;;;;Mononega;Belostoma flumineum;ssRNA(-);;
Belostoma_flumineum_mononega-like_virus;;;;;;;;Mononega;Belostoma flumineum;ssRNA(-);;
Boisea_trivittata_virga-like_virus;;;;;;;Virgaviridae;Virga;Boisea trivittata;ssRNA(+);Virgaviridae;Virgaviridae
Bruchomorpha_oculata_bunya-like_virus;;;;;;;;Bunya;TRINITY_DN48027_c3_g1_i1;ssRNA(-);;
Bruchomorpha_oculata_bunya-like_virus;;;;;;;Phasmaviridae;Bunya;TRINITY_DN54744_c0_g1_i1;ssRNA(-);Phasmaviridae;Phasmaviridae
Bruchomorpha_oculata_bunya-like_virus;;;;;;;Phasmaviridae;Bunya;Bruchomorpha oculata;ssRNA(-);Phasmaviridae;Phasmaviridae
Bruchomorpha_oculata_picorna-like_virus;;;;;;;Iflaviridae;Picorna;Bruchomorpha oculata;ssRNA(+);Iflaviridae;Iflaviridae
Bruchomorpha_oculata_solemo-like_virus;;;;;;;;Solemo;Bruchomorpha oculata;ssRNA(+);;
Bruchomorpha_oculata_tombus-like_virus;;;;;;;Tombusviridae;Tombus;Bruchomorpha oculata;ssRNA(+);Tombusviridae;Tombusviridae
Bruchomorpha_oculata_tombus-like_virus;;;;;;;Tombusviridae;Tombus;Bruchomorpha oculata;ssRNA;Tombusviridae;Tombusviridae
Bruchomorpha_oculata_toti-like_virus;;;;;;;Totiviridae;Toti;Bruchomorpha oculata;dsRNA;Totiviridae;Totiviridae
Buenoa_margaritacea_hepe-like_virus;;;;;;;Hepe-like;Hepe-Beny;Buenoa margaritacea;ssRNA(+);;Hepe-like
Buenoa_margaritacea_narna-like_virus;;;;;;;Narnaviridae;Narna;Buenoa margaritacea;ssRNA(+);Narnaviridae;Narnaviridae
Buenoa_margaritacea_picorna-like_virus;;;;;;;Dicistroviridae;Picorna;Buenoa margaritacea;ssRNA(+);Dicistroviridae;Dicistroviridae
Buenoa_margaritacea_toti-like_virus;;;;;;;Totiviridae;Toti;Buenoa margaritacea;dsRNA;Totiviridae;Totiviridae
Campylenchia_latipes_picorna-like_virus;;;;;;;Iflaviridae;Picorna;Campylenchia latipes;ssRNA(+);Iflaviridae;Iflaviridae
Ceratocombus_flavi-like_virus;;;;;;;Flaviviridae;Flavi;Ceratocombus sp. AD-2014;ssRNA(+);Flaviviridae;Flaviviridae
Ceratocombus_picorna-like_virus;;;;;;;Iflaviridae;Picorna;Ceratocombus sp. AD-2014;ssRNA(+);Iflaviridae;Iflaviridae
Corimelaena_lateralis_bunya-like_virus;;;;;;;;Bunya;Corimelaena lateralis;ssRNA(-);;
Corimelaena_lateralis_picorna-like_virus;;;;;;;Secoviridae;Picorna;Corimelaena lateralis;ssRNA(+);Secoviridae;Secoviridae
Corimelaena_lateralis_picorna-like_virus;;;;;;;Secoviridae;Picorna;Corimelaena lateralis;ssRNA(+);Secoviridae;Secoviridae
Craspedorrhynchus_mononega-like_virus_1;;;;;;;Rhabdoviridae;Mononega;Craspedorrhynchus sp. AD-2014;ssRNA(-);Rhabdoviridae;Rhabdoviridae
Craspedorrhynchus_mononega-like_virus_2;;;;;;;Rhabdoviridae;Mononega;Craspedorrhynchus sp. AD-2014;ssRNA(-);Rhabdoviridae;Rhabdoviridae
Cyrpoptus_belfragei_picorna-like_virus;;;;;;;Iflaviridae;Picorna;Cyrpoptus belfragei;ssRNA(+);Iflaviridae;Iflaviridae
Dactylopius_confusus_picorna-like_virus;;;;;;;Iflaviridae;Picorna;Dactylopius confusus;ssRNA(+);Iflaviridae;Iflaviridae
Chondrodire_chilensis_bunya-like_virus;;;;;;;;Bunya;Chondrodire chilensis;ssRNA(-);;
Chondrodire_chilensis_picorna-like_virus;;;;;;;Iflaviridae;Picorna;Chondrodire chilensis;ssRNA(+);Iflaviridae;Iflaviridae
Chondrodire_chilensis_toti-like_virus;;;;;;;Totiviridae;Toti;Chondrodire chilensis;dsRNA;Totiviridae;Totiviridae
Piezosternum_calidum_mononega-like_virus_1;;;;;;;Lispiviridae;Mononega;Piezosternum calidum;ssRNA(-);Lispiviridae;Lispiviridae
Piezosternum_calidum_mononega-like_virus_2;;;;;;;Xinmoviridae;Mononega;Piezosternum calidum;ssRNA(-);Xinmoviridae;Xinmoviridae
Piezosternum_calidum_orthomyxo-like;;;;;;;Orthomyxoviridae;Orthomyxo;Piezosternum calidum;ssRNA(-);Orthomyxoviridae;Orthomyxoviridae
Piezosternum_calidum_orthomyxo-like;;;;;;;Orthomyxoviridae;Orthomyxo;Piezosternum calidum;ssRNA(-);Orthomyxoviridae;Orthomyxoviridae
Piezosternum_calidum_orthomyxo-like;;;;;;;Orthomyxoviridae;Orthomyxo;Piezosternum calidum;ssRNA(-);Orthomyxoviridae;Orthomyxoviridae
Piezosternum_calidum_orthomyxo-like;;;;;;;Orthomyxoviridae;Orthomyxo;Piezosternum calidum;ssRNA(-);Orthomyxoviridae;Orthomyxoviridae
Piezosternum_calidum_orthomyxo-like;;;;;;;Orthomyxoviridae;Orthomyxo;Piezosternum calidum;ssRNA(-);Orthomyxoviridae;Orthomyxoviridae
Piezosternum_calidum_orthomyxo-like;;;;;;;Orthomyxoviridae;Orthomyxo;Piezosternum calidum;ssRNA(-);Orthomyxoviridae;Orthomyxoviridae
Piezosternum_calidum_orthomyxo-like;;;;;;;Orthomyxoviridae;Orthomyxo;Piezosternum calidum;ssRNA(-);Orthomyxoviridae;Orthomyxoviridae
Piezosternum_calidum_orthomyxo-like_virus_1;;;;;;;Orthomyxoviridae;Orthomyxo;Piezosternum calidum;ssRNA(-);Orthomyxoviridae;Orthomyxoviridae
Piezosternum_calidum_orthomyxo-like_virus_2;;;;;;;Orthomyxoviridae;Orthomyxo;Piezosternum calidum;ssRNA(-);Orthomyxoviridae;Orthomyxoviridae
Piezosternum_calidum_partiti-like_virus;;;;;;;Partitiviridae;Partiti;Piezosternum calidum;dsRNA;Partitiviridae;Partitiviridae
Empoasca_fabae_mononega-like_virus_1;;;;;;;Rhabdoviridae;Mononega;Piezosternum calidum;ssRNA(-);Rhabdoviridae;Rhabdoviridae
Empoasca_fabae_mononega-like_virus_2;;;;;;;Rhabdoviridae;Mononega;Piezosternum calidum;ssRNA(-);Rhabdoviridae;Rhabdoviridae
Empoasca_fabae_picorna-like_virus;;;;;;;Iflaviridae;Picorna;Piezosternum calidum;ssRNA(+);Iflaviridae;Iflaviridae
Hoplitocoris_mononega-like_virus;;;;;;;Lispiviridae;Mononega;Hoplitocoris sp. AD-2014;ssRNA(-);Lispiviridae;Lispiviridae
Hoplitocoris_picorna-like_virus;;;;;;;Iflaviridae;Picorna;Hoplitocoris sp. AD-2014;ssRNA(+);Iflaviridae;Iflaviridae
Geomydoecus_ewingi_picorna-like_virus_1;;;;;;;Iflaviridae;Picorna;Geomydoecus ewingi;ssRNA(+);Iflaviridae;Iflaviridae
Geomydoecus_ewingi_picorna-like_virus_2;;;;;;;Dicistroviridae;Picorna;Geomydoecus ewingi;ssRNA(+);Dicistroviridae;Dicistroviridae
Geomydoecus_ewingi_toti-like_virus_1;;;;;;;Totiviridae;Toti;Geomydoecus ewingi;dsRNA;Totiviridae;Totiviridae
Geomydoecus_ewingi_toti-like_virus_2;;;;;;;Totiviridae;Toti;Geomydoecus ewingi;dsRNA;Totiviridae;Totiviridae
Geomydoecus_ewingi_toti-like_virus_3;;;;;;;Totiviridae;Toti;Geomydoecus ewingi;dsRNA;Totiviridae;Totiviridae
Geomydoecus_ewingi_virga-like_virus;;;;;;;Virgaviridae;Virga;Geomydoecus ewingi;ssRNA(+);Virgaviridae;Virgaviridae
Gelastocoris_oculatus_picorna-like_virus;;;;;;;Iflaviridae;Picorna;Gelastocoris oculatus;ssRNA(+);Iflaviridae;Iflaviridae
Gelastocoris_oculatus_solemo-like_virus;;;;;;;;Solemo;Gelastocoris oculatus;ssRNA(+);;
Gelastocoris_oculatus_virga-like_virus;;;;;;;Virgaviridae;Virga;Gelastocoris oculatus;ssRNA(+);Virgaviridae;Virgaviridae
Geocoris_narna-like_virus;;;;;;;Narnaviridae;Narna;Geocoris sp. AD-2014;ssRNA(+);Narnaviridae;Narnaviridae
Geocoris_picorna-like_virus_1;;;;;;;;Picorna;Geocoris sp. AD-2014;ssRNA(+);;
Geocoris_picorna-like_virus_2;;;;;;;Iflaviridae;Picorna;Geocoris sp. AD-2014;ssRNA(+);Iflaviridae;Iflaviridae
Geocoris_picorna-like_virus_3;;;;;;;;Picorna;Geocoris sp. AD-2014;ssRNA(+);;
Hespenedra_chilensis_bunya-like;;;;;;;Phasmaviridae;Bunya;Hespenedra chilensis;ssRNA(-);Phasmaviridae;Phasmaviridae
Hespenedra_chilensis_bunya-like;;;;;;;;Bunya;Hespenedra chilensis;ssRNA(-);;
Hespenedra_chilensis_bunya-like;;;;;;;Phasmaviridae;Bunya;Hespenedra chilensis;ssRNA(-);Phasmaviridae;Phasmaviridae
Hespenedra_chilensis_bunya-like_virus_1;;;;;;;;Bunya;Hespenedra chilensis;ssRNA(-);;
Hespenedra_chilensis_bunya-like_virus_2;;;;;;;Phasmaviridae;Bunya;Hespenedra chilensis;ssRNA(-);Phasmaviridae;Phasmaviridae
Hespenedra_chilensis_mononega-like_virus;;;;;;;;Mononega;Hespenedra chilensis;ssRNA(-);;
Hespenedra_chilensis_picorna-like_virus_1;;;;;;;Iflaviridae;Picorna;Hespenedra chilensis;ssRNA(+);Iflaviridae;Iflaviridae
Hespenedra_chilensis_picorna-like_virus_2;;;;;;;Iflaviridae;Picorna;Hespenedra chilensis;ssRNA(+);Iflaviridae;Iflaviridae
Hespenedra_chilensis_picorna-like_virus_3;;;;;;;Iflaviridae;Picorna;Hespenedra chilensis;ssRNA(+);Iflaviridae;Iflaviridae
Hespenedra_chilensis_picorna-like_virus_4;;;;;;;Iflaviridae;Picorna;Hespenedra chilensis;ssRNA(+);Iflaviridae;Iflaviridae
Hespenedra_chilensis_toti-like_virus;;;;;;;Totiviridae;Toti;Hespenedra chilensis;dsRNA;Totiviridae;Totiviridae
Heteropsylla_cubana_mononega-like_virus_1;;;;;;;Rhabdoviridae;Mononega;Heteropsylla cubana;ssRNA(-);Rhabdoviridae;Rhabdoviridae
Heteropsylla_cubana_mononega-like_virus_2;;;;;;;Rhabdoviridae;Mononega;Heteropsylla cubana;ssRNA(-);Rhabdoviridae;Rhabdoviridae
Heteropsylla_cubana_mononega-like_virus_3;;;;;;;Xinmoviridae;Mononega;Heteropsylla cubana;ssRNA(-);Xinmoviridae;Xinmoviridae
Heteropsylla_cubana_partiti-like;;;;;;;Partitiviridae;Partiti;Heteropsylla cubana;dsRNA;Partitiviridae;Partitiviridae
Heteropsylla_cubana_partiti-like;;;;;;;Partitiviridae;Partiti;Heteropsylla cubana;dsRNA;Partitiviridae;Partitiviridae
Heteropsylla_cubana_partiti-like_virus_1;;;;;;;Partitiviridae;Partiti;Heteropsylla cubana;dsRNA;Partitiviridae;Partitiviridae
Heteropsylla_cubana_partiti-like_virus_2;;;;;;;Partitiviridae;Partiti;Heteropsylla cubana;dsRNA;Partitiviridae;Partitiviridae
Heteropsylla_cubana_virga-like_virus;;;;;;;Virgaviridae;Virga;Heteropsylla cubana;ssRNA(+);Virgaviridae;Virgaviridae
Holdgatiella_chepuensis_mononega-like_virus;;;;;;;;Mononega;Holdgatiella chepuensis;ssRNA(-);;
Holdgatiella_chepuensis_picorna-like_virus_1;;;;;;;Iflaviridae;Picorna;Holdgatiella chepuensis;ssRNA(+);Iflaviridae;Iflaviridae
Holdgatiella_chepuensis_picorna-like_virus_2;;;;;;;Iflaviridae;Picorna;Holdgatiella chepuensis;ssRNA(+);Iflaviridae;Iflaviridae
Holdgatiella_chepuensis_picorna-like_virus_3;;;;;;;Iflaviridae;Picorna;Holdgatiella chepuensis;ssRNA(+);Iflaviridae;Iflaviridae
Holdgatiella_chepuensis_solemo-like_virus;;;;;;;;Solemo;Holdgatiella chepuensis;ssRNA(+);;
Holdgatiella_chepuensis_solemo-like_virus;;;;;;;;Solemo;Holdgatiella chepuensis;ssRNA(+);;
Holdgatiella_chepuensis_toti-like_virus;;;;;;;Totiviridae;Toti;Holdgatiella chepuensis;dsRNA;Totiviridae;Totiviridae
Ischnodemus_falicus_flavi-like_virus;;;;;;;Flaviviridae;Flavi;Ischnodemus falicus;ssRNA(+);Flaviviridae;Flaviviridae
Ischnodemus_falicus_narna-like_virus_1;;;;;;;Narnaviridae;Narna;Ischnodemus falicus;ssRNA(+);Narnaviridae;Narnaviridae
Ischnodemus_falicus_narna-like_virus_2;;;;;;;Narnaviridae;Narna;Ischnodemus falicus;ssRNA(+);Narnaviridae;Narnaviridae
Ischnodemus_falicus_picorna-like_virus_1;;;;;;;Iflaviridae;Picorna;Ischnodemus falicus;ssRNA(+);Iflaviridae;Iflaviridae
Ischnodemus_falicus_picorna-like_virus_2;;;;;;;Iflaviridae;Picorna;Ischnodemus falicus;ssRNA(+);Iflaviridae;Iflaviridae
Ischnodemus_falicus_solemo-like;;;;;;;;Solemo;Ischnodemus falicus;ssRNA(+);;
Ischnodemus_falicus_solemo-like_virus_1;;;;;;;;Solemo;Ischnodemus falicus;ssRNA(+);;
Ischnodemus_falicus_solemo-like_virus_2;;;;;;;;Solemo;Ischnodemus falicus;ssRNA(+);;
Ischnodemus_falicus_toti-like_virus;;;;;;;Totiviridae;Toti;Ischnodemus falicus;dsRNA;Totiviridae;Totiviridae
Jalysus_picorna-like_virus;;;;;;;;Picorna;Jalysus sp. AD-2014;ssRNA(+);;
Lachesilla_contraforcepeta_mononega-like_virus_1;;;;;;;Rhabdoviridae;Mononega;Lachesilla contraforcepeta;ssRNA(-);Rhabdoviridae;Rhabdoviridae
Lachesilla_contraforcepeta_mononega-like_virus_2;;;;;;;;Mononega;Lachesilla contraforcepeta;ssRNA(-);;
Lachesilla_contraforcepeta_picorna-like_virus_1;;;;;;;Posa-like;Picorna;Lachesilla contraforcepeta;ssRNA(+);;Posa-like
Lachesilla_contraforcepeta_picorna-like_virus_2;;;;;;;;Picorna;Lachesilla contraforcepeta;ssRNA(+);;
Lachesilla_contraforcepeta_toti-like_virus;;;;;;;Totiviridae;Toti;Lachesilla contraforcepeta;dsRNA;Totiviridae;Totiviridae
Ladella_narna-like_virus;;;;;;;Narnaviridae;Narna;Ladella sp. AD-2014;ssRNA(+);Narnaviridae;Narnaviridae
Ladella_picorna-like_virus_1;;;;;;;Iflaviridae;Picorna;Ladella sp. AD-2014;ssRNA(+);Iflaviridae;Iflaviridae
Ladella_picorna-like_virus_2;;;;;;;Iflaviridae;Picorna;Ladella sp. AD-2014;ssRNA(+);Iflaviridae;Iflaviridae
Ladella_toti-like_virus;;;;;;;Totiviridae;Toti;Ladella sp. AD-2014;dsRNA;Totiviridae;Totiviridae
Limnoporus_canaliculatus_picorna-like_virus;;;;;;;Iflaviridae;Picorna;Limnoporus canaliculatus;ssRNA(+);Iflaviridae;Iflaviridae
Limnoporus_canaliculatus_reo-like_virus;;;;;;;Reoviridae;Reo;Limnoporus canaliculatus;dsRNA;;Reoviridae
